bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),número_do_testemunho,profundidade_do_plugue_(m),orientação_do_plugue_(h_ou_v),identificador_da_caixa,total_de_caixas,data_de_conclusão_do_poço,município/estado,depositária
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,731.35,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,732.35,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,732.9,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,733.2,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,733.7,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,733.95,V,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,734.0,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,734.25,V,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,734.3,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,734.5,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,735.0,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,735.5,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,735.95,H,1,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,736.0,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,736.05,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,736.3,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,736.75,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,737.75,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,737.85,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,738.05,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,738.3,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,4.0,738.95,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,739.05,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,739.1,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,739.35,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,739.7,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,740.95,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,742.1,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,742.55,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,742.65,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,742.75,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,743.1,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,743.95,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,744.0,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,745.85,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,746.1,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,746.15,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,746.3,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,5.0,746.7,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,748.5,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,748.6,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,748.8,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,748.85,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,748.95,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,749.0,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,749.75,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,750.05,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,750.4,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,750.85,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,751.15,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,751.45,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,751.55,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,751.65,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,751.9,V,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120025812.0,7-CP-1903D-SE,6.0,752.0,H,2,2.0,2011-11-16,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,700.45,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,701.1,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,701.7,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,702.55,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,702.65,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,703.1,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,703.15,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,703.45,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,704.05,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,704.45,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,705.15,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,705.35,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,705.5,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,706.3,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,706.6,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,707.5,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,1.0,707.8,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,709.3,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,709.8,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,710.05,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,710.3,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,710.4,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,711.2,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,711.6,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,712.45,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,712.6,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,713.4,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,713.75,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,714.1,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,714.2,V,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,714.45,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
SERGIPE TERRA,90120026403.0,7-CP-1906D-SE,2.0,714.9,H,1,1.0,2012-08-09,POJUCA/BA,PETROBRAS
