bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),número_do_testemunho,profundidade_do_plugue_(m),orientação_do_plugue_(h_ou_v),identificador_da_caixa,total_de_caixas,data_de_conclusão_do_poço,município/estado,depositária
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,6.0,979.65,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,6.0,979.7,V,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,6.0,980.0,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,6.0,981.1,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,6.0,981.5,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,6.0,982.5,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,984.05,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,984.25,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,984.55,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,985.45,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,985.75,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,985.95,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,986.45,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,987.1,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,987.45,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,987.7,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,988.0,H,1,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,7.0,988.4,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,8.0,991.0,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,8.0,991.05,V,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,8.0,991.35,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,992.55,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,992.9,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,992.95,V,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,993.15,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,994.2,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,994.35,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,994.75,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,994.8,V,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,995.05,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,995.4,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,995.65,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,995.7,V,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,996.05,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,996.2,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,996.5,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,996.55,V,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,996.9,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,997.0,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,997.4,V,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,998.05,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270020441.0,7-RPS-6-ES,9.0,998.6,H,2,5.0,2003-06-06,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,933.05,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,933.3,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,933.35,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,933.75,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,934.45,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,934.5,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,935.15,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,935.2,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,935.4,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,935.7,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,935.75,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,1.0,936.05,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,2.0,937.55,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,2.0,937.6,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,2.0,938.1,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,2.0,938.35,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,2.0,938.4,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,2.0,938.65,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,2.0,939.05,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,942.05,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,942.1,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,942.3,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,942.7,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,942.95,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,943.0,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,943.25,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,943.55,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,943.85,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,943.9,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,944.1,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,944.4,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,944.65,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,945.05,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,945.3,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,3.0,945.35,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,945.75,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,946.1,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,946.45,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,946.7,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,946.75,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,946.95,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,947.35,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,947.6,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,948.0,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,4.0,948.3,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,5.0,948.55,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,5.0,948.6,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,5.0,949.0,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,949.25,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,949.55,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,949.6,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,949.85,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,950.15,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,950.4,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,950.45,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,950.9,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,951.15,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,951.45,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,951.5,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,951.75,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,952.65,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,6.0,952.7,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,954.35,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,954.6,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,954.9,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,954.95,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,955.3,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,955.55,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,955.6,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,956.55,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,956.6,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,956.85,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,957.25,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,957.55,H,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,957.6,V,1,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,957.85,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,7.0,958.2,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,958.8,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,959.05,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,959.1,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,959.45,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,959.75,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,959.8,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,960.1,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,960.35,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,960.8,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,960.9,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,961.25,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,961.7,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,961.75,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,962.1,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,962.4,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,962.6,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,962.65,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,963.05,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,963.4,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,963.75,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,963.8,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,964.1,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,964.4,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,8.0,964.5,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,965.0,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,965.5,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,965.55,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,965.9,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,966.15,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,966.2,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,966.8,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,967.05,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,967.55,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,967.8,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,968.05,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,968.45,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,968.5,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,968.85,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,969.85,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,969.9,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,970.4,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,970.45,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,9.0,971.0,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,972.7,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,972.75,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,973.05,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,973.4,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,973.6,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,973.65,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,973.95,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,974.2,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,974.5,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,974.85,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,975.2,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,975.6,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,975.65,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,11.0,975.85,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,976.6,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,976.65,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,976.95,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,977.25,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,977.55,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,977.6,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,977.9,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,978.2,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,978.5,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,978.55,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,978.9,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,979.0,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,979.35,H,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
ESPÍRITO SANTO,34270021283.0,7-RPS-14-ES,12.0,979.4,V,2,3.0,2005-04-27,SÃO MATEUS/ES,SEACREST
