poco,cadastro,operador,poco_operador,estado,bacia,bloco,sig_campo,campo,terra_mar,poco_pos_anp,tipo,categoria,reclassificacao,situacao,início,término,conclusao,titularidade,latitude_base_4c,longitude_base_4c,latitude_base_dd,longitude_base_dd,datum_horizontal,tipo_de_coordenada_de_base,direcao,profundidade_vertical_m,profundidade_sondador_m,profundidade_medida_m,referencia_de_profundidade,mesa_rotativa,cota_altimetrica_m,lamina_d_agua_m,datum_vertical,unidade_estratigrafica,geologia_grupo_final,geologia_formacao_final,geologia_membro_final,cdpe,agp,pc,pag,perfis_convencionais,durante_perfuracao,perfis_digitais,perfis_processados,perfis_especiais,amostra_lateral,sismica,tabela_tempo_profundidade,dados_direcionais,teste_a_cabo,teste_de_formacao,canhoneio,testemunho,geoquimica,sig_sonda,nom_sonda,atingiu_presal,dha_atualizacao
7-GLF-12HA-ESS,34271021772,BW Maromba,7GLF12HAESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO E GÁS NATURAL,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2006-04-04,2006-04-07,2006-07-08,Público,"	-20:01:01,616","	-39:32:41,830","-20,0171155555","-39,5449527777",SIRGAS2000,Definitiva,Horizontal,0.0,4932.0,4926.0,MR,19.0,0.0,1381.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-61,ENSCO 6004,I,2024-11-24
7-GLF-12H-ESS,34271021700,BW Maromba,7GLF12HESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2006-02-14,2006-03-31,2006-04-04,Público,"	-20:01:01,504","	-39:32:41,744","-20,0170844444","-39,5449288888",SIRGAS2000,Definitiva,Horizontal,0.0,0.0,4868.0,MR,19.0,0.0,1381.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-61,ENSCO 6004,nan,2024-11-24
7-GLF-13H-ESS,34271021782,BW Maromba,7GLF13HESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2006-04-09,2006-06-13,2006-07-08,Público,"	-20:03:09,791","	-39:30:40,888","-20,0527197222","-39,5113577777",SIRGAS2000,Definitiva,Horizontal,0.0,0.0,4382.0,MR,19.0,0.0,1436.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,Existe,nan,nan,SS-56,ENSCO 6001,nan,2024-11-24
7-GLF-15HA-ESS,34271021761,BW Maromba,7GLF15HAESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,2006-03-27,2006-03-28,2006-03-28,Público,"	-20:03:02,081","	-39:30:34,171","-20,0505780555","-39,5094919444",SIRGAS2000,Definitiva,Horizontal,1480.0,0.0,0.0,MR,19.0,0.0,1423.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-56,ENSCO 6001,nan,2024-11-24
7-GLF-15HB-ESS,34271021767,BW Maromba,7GLF15HBESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2006-03-30,2006-07-21,2006-09-01,Público,"	-20:03:01,515","	-39:30:34,148","-20,0504208333","-39,5094855555",SIRGAS2000,Definitiva,Horizontal,0.0,0.0,4400.0,MR,19.0,0.0,1421.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,Existe,nan,nan,SS-56,ENSCO 6001,nan,2024-11-24
7-GLF-15H-ESS,34271021759,BW Maromba,7GLF15HESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,2006-03-25,2006-03-27,2006-03-27,Público,"	-20:03:01,396","	-39:30:34,893","-20,0503877777","-39,5096925",SIRGAS2000,Definitiva,Horizontal,1478.0,0.0,0.0,MR,19.0,0.0,1420.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-56,ENSCO 6001,nan,2024-11-24
7-GLF-16H-ESS,34271021821,BW Maromba,7GLF16HESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2006-05-11,2006-12-04,2007-01-18,Público,"	-20:03:15,737","	-39:29:15,073","-20,0543713888","-39,4875202777",SIRGAS2000,Definitiva,Horizontal,3259.0,0.0,5008.0,MR,19.0,0.0,1482.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-61,ENSCO 6004,nan,2024-11-24
7-GLF-28HA-ESS,34271024096,BW Maromba,7GLF28HAESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2009-08-10,2009-10-17,2009-11-19,Público,"	-20:06:34,461","	-39:29:52,881","-20,1095725","-39,4980225",SIRGAS2000,Definitiva,Horizontal,-3183.0,0.0,4447.0,MR,19.0,0.0,1568.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-61,ENSCO 6004,nan,2024-11-24
7-GLF-28H-ESS,34271024004,BW Maromba,7GLF28HESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2009-06-29,2009-07-03,2009-07-06,Público,"	-20:06:33,780","	-39:29:52,379","-20,1093833333","-39,4978830555",SIRGAS2000,Definitiva,Horizontal,0.0,2402.0,2397.0,MR,19.0,0.0,1583.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SS-61,ENSCO 6004,nan,2024-11-24
7-GLF-40HA-ESS,34271027795,BW Maromba,7GLF40HAESS,ES,Espírito Santo,nan,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO E GÁS NATURAL,PRODUZINDO,2014-07-01,2014-09-03,2015-04-29,Público,"	-20:07:36,095","	-39:32:47,278","-20,1266930555","-39,5464661111",SIRGAS2000,Definitiva,Horizontal,3139.0,4516.0,4516.0,MR,26.0,0.0,1597.0,NM,nan,Espírito Santo,Urucutuca,nan,Existe,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-55,OCEAN ALLIANCE,N,2024-11-24
7-GLF-40H-ESS,34271027705,BW Maromba,7GLF40HESS,ES,Espírito Santo,nan,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,nan,ABANDONADO PERMANENTEMENTE,2014-07-01,2014-08-03,2014-08-12,Público,"	-20:07:35,281","	-39:32:47,723","-20,1264669444","-39,5465897222",SIRGAS2000,Definitiva,Horizontal,0.0,3465.0,3465.0,MR,26.0,0.0,1597.0,NM,nan,Espírito Santo,Urucutuca,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-55,OCEAN ALLIANCE,I,2024-11-24
7-GLF-8H-ESS,34271021347,BW Maromba,7GLF8HESS,ES,Espírito Santo,BES-100,GLF  ,GOLFINHO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2005-05-15,2006-01-28,2006-03-23,Público,"	-20:03:29,607","	-39:32:01,806","-20,0582241666","-39,533835",SIRGAS2000,Definitiva,Horizontal,4594.0,0.0,0.0,MR,26.0,0.0,1445.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-55,OCEAN ALLIANCE,nan,2024-11-24
7-GP-14DC-RJS,742810038200,Petrobras,7GP  0014DCRJS,RJ,Campos,GP,GP   ,GAROUPA,M,N,7,Desenvolvimento,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1979-07-23,1979-08-13,1979-08-13,Público,"	-22:22:28,971","	-40:25:02,897","-22,3747141666","-40,4174713888",SIRGAS2000,Definitiva,Direcional,0.0,3633.0,3633.0,MR,11.0,0.0,121.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-4                          ,nan,I,2024-11-24
7-GU-4-ES,342700121700,Seacrest SPE Cricaré,7GU  0004  ES,ES,Espírito Santo,CCNS,SML  ,SÃO MATEUS LESTE,T,N,7,Desenvolvimento,SECO COM INDÍCIOS DE PETRÓLEO,DEVOLVIDO,1985-03-03,1985-03-10,1985-03-10,Público,"	-18:43:27,771","	-39:45:31,655","-18,7243808333","-39,7587930555",SIRGAS2000,Definitiva,Vertical,0.0,1773.0,0.0,MR,13.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC-60,SONDA CONVENCIONAL 60,I,2024-11-24
7-GU-5-ES,342700002300,Seacrest SPE Cricaré,7GU  0005  ES,ES,Espírito Santo,CCNS,SML  ,SÃO MATEUS LESTE,T,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO E GÁS NATURAL,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1987-03-05,1987-03-13,1987-03-13,Público,"	-18:43:38,444","	-39:45:34,520","-18,7273455555","-39,7595888888",SIRGAS2000,Definitiva,Vertical,0.0,1754.0,0.0,MR,14.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC-106,SONDA CONVENCIONAL 106,I,2024-11-24
7-GU-6-ES,342700014600,Seacrest SPE Cricaré,7GU  0006  ES,ES,Espírito Santo,CCNS,SML  ,SÃO MATEUS LESTE,T,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ARRASADO,1988-11-26,1988-12-07,1988-12-07,Público,"	-18:43:51,422","	-39:45:36,684","-18,7309505555","-39,76019",SIRGAS2000,Definitiva,Vertical,0.0,1816.0,0.0,MR,9.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC-91,SONDA CONVENCIONAL 91,I,2024-11-24
7-GVA-3-MA,50090029217,Eneva,7GVA3MA,MA,Parnaíba,PN-T-68,GVA  ,GAVIÃO AZUL,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,PRODUZINDO,2018-05-22,2018-05-30,2018-05-30,Público,"	-04:44:44,721","	-44:18:28,277","-4,7457558333","-44,3078547222",SIRGAS2000,Definitiva,Vertical,1635.0,1780.0,1780.0,MR,145.0,139.0,0.0,NM,nan,Canindé,Cabeças,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVBL-2D-MA,50090030037,Eneva,7-GVBL-2D-MA,MA,Parnaíba,nan,GVBL ,GAVIÃO BELO,T,S,7,Desenvolvimento,SECO SEM INDÍCIOS,ARRASADO,2023-05-11,2023-06-06,2023-06-08,Confidencial,"	-05:41:02,897","	-44:07:29,472","-5,6841380555","-44,1248533333",SIRGAS2000,Definitiva,Direcional,-1317.0,1984.0,1987.0,MR,204.0,198.0,0.0,NM,nan,Canindé,Pimenteiras,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVBL-4D-MA,50090029788,Eneva,7-GVBL-4D-MA,MA,Parnaíba,nan,GVBL ,GAVIÃO BELO,T,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ARRASADO,2022-02-28,2022-03-07,2022-03-25,Público,"	-05:42:42,003","	-44:06:33,739","-5,7116675","-44,1093719444",SIRGAS2000,Definitiva,Direcional,-1118.0,1597.0,0.0,MR,191.0,185.0,0.0,NM,nan,Canindé,Pimenteiras,nan,Existe,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVBL-6D-MA,50090030039,Eneva,7-GVBL-6D-MA,MA,Parnaíba,nan,GVBL ,GAVIÃO BELO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2023-05-15,2023-05-25,2023-05-28,Confidencial,"	-05:41:02,992","	-44:07:29,301","-5,6841644444","-44,1248058333",SIRGAS2000,Definitiva,Direcional,1303.0,1575.0,1575.0,MR,204.0,198.0,0.0,NM,nan,Canindé,Pimenteiras,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVBL-7D-MA,50090029839,Eneva,7-GVBL-7D-MA,MA,Parnaíba,nan,GVBL ,GAVIÃO BELO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2022-07-01,2022-07-13,2022-07-16,Público,"	-05:42:41,812","	-44:06:33,780","-5,7116144444","-44,1093833333",SIRGAS2000,Definitiva,Direcional,1363.0,1740.0,1740.0,MR,191.0,185.0,0.0,NM,nan,Canindé,Pimenteiras,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVB-16-MA,50090029593,Eneva,7GVB16MA,MA,Parnaíba,PN-T-67,GVB  ,GAVIÃO BRANCO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,FECHADO,2020-05-07,2020-07-15,2020-05-15,Público,"	-04:36:10,350","	-44:32:42,205","-4,602875","-44,5450569444",SIRGAS2000,Definitiva,Vertical,1370.0,1420.0,1421.0,MR,51.0,45.0,0.0,NM,nan,Canindé,Poti,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVM-1A-MA,50090030081,Eneva,7-GVM-1A-MA,MA,Parnaíba,nan,GVM  ,GAVIÃO MATEIRO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2023-07-04,2023-07-17,2023-07-20,Confidencial,"	-05:41:35,962","	-44:12:55,227","-5,6933227777","-44,2153408333",SIRGAS2000,Definitiva,Vertical,-1424.0,1625.0,1627.0,MR,203.0,197.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,GREAT106 (TUS 106),GREAT - 106,nan,2024-11-24
7-GVM-1-MA,50090030056,Eneva,7-GVM-1-MA,MA,Parnaíba,nan,GVM  ,GAVIÃO MATEIRO,T,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ARRASADO,2023-06-03,2023-06-05,2023-06-17,Confidencial,"	-05:41:36,613","	-44:12:55,251","-5,6935036111","-44,2153475",SIRGAS2000,Definitiva,Vertical,0.0,516.0,0.0,MR,203.0,197.0,0.0,NM,nan,Canindé,Pimenteiras,nan,Existe,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVM-2-MA,50090030078,Eneva,7-GVM-2-MA,MA,Parnaíba,nan,GVM  ,GAVIÃO MATEIRO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2023-07-07,2023-10-30,2023-11-02,Confidencial,"	-05:37:35,286","	-44:15:54,809","-5,6264683333","-44,2652247222",SIRGAS2000,Definitiva,Vertical,-1535.0,1731.0,1730.0,MR,195.0,189.0,0.0,NM,nan,Canindé,Pimenteiras,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,"GREAT106 (TUS 106), GREAT120 (TUS 120)","GREAT - 106, GREAT - 120",nan,2024-11-24
7-GVP-1-MA,50090029319,Eneva,7GVP1MA,MA,Parnaíba,PN-T-67,GVP  ,GAVIÃO PRETO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,PRODUZINDO,2018-12-02,2018-12-12,2018-12-17,Público,"	-04:36:14,045","	-44:47:07,638","-4,6039013888","-44,785455",SIRGAS2000,Definitiva,Vertical,1733.0,1795.0,1795.0,MR,68.0,62.0,0.0,NM,nan,Canindé,Cabeças,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVP-10-MA,50090030096,Eneva,7-GVP-10-MA,MA,Parnaíba,nan,GVP  ,GAVIÃO PRETO,T,S,7,Desenvolvimento,ABANDONADO POR PERDA CIRCULAÇÃO,ARRASADO,2023-07-30,2023-08-23,2023-08-24,Confidencial,"	-04:47:30,904","	-44:49:00,961","-4,7919177777","-44,8169336111",SIRGAS2000,Definitiva,Vertical,-537.0,630.0,630.0,MR,93.0,87.0,0.0,NM,nan,Canindé,Longá,nan,Existe,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,"GREAT106 (TUS 106), GREAT120 (TUS 120)","GREAT - 106, GREAT - 120",nan,2024-11-24
7-GVP-6-MA,50090029343,Eneva,7GVP6MA,MA,Parnaíba,PN-T-67,GVP  ,GAVIÃO PRETO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,FECHADO,2019-02-04,2019-02-10,2019-02-13,Público,"	-04:40:32,013","	-44:44:06,138","-4,6755591666","-44,7350383333",SIRGAS2000,Definitiva,Vertical,1344.0,1430.0,1430.0,MR,86.0,80.0,0.0,NM,nan,Canindé,Poti,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVR-1DA-MA,50090025758,Eneva,7GVR1DAMA,MA,Parnaíba,PN-T-68,GVR  ,GAVIÃO REAL,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,FECHADO,2011-09-21,2011-10-12,2011-11-17,Público,"	-04:51:05,053","	-44:22:40,854","-4,8514036111","-44,378015",SIRGAS2000,Definitiva,Direcional,1800.0,2241.0,2241.0,MR,127.0,119.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,Existe,Existe,Existe,nan,Existe,nan,QG-01,QUEIROZ GALVÃO 01,nan,2024-11-24
7-GVR-1D-MA,50090025729,Eneva,7GVR1DMA,MA,Parnaíba,PN-T-68,GVR  ,GAVIÃO REAL,T,S,7,Desenvolvimento,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,2011-09-05,2011-09-21,2011-09-21,Público,"	-04:51:05,053","	-44:22:40,854","-4,8514036111","-44,378015",SIRGAS2000,Definitiva,Direcional,1163.0,1439.0,1439.0,MR,127.0,119.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,QG-01,QUEIROZ GALVÃO 01,I,2024-11-24
7-GVR-10D-MA,50090026299,Eneva,7GVR10DMA,MA,Parnaíba,PN-T-68,GVR  ,GAVIÃO REAL,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2012-06-02,2012-06-24,2012-06-29,Público,"	-04:50:21,824","	-44:24:13,199","-4,8393955555","-44,4036663888",SIRGAS2000,Definitiva,Direcional,1521.0,1903.0,1903.0,MR,113.0,105.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,QG-01,QUEIROZ GALVÃO 01,I,2024-11-24
7-GVR-12D-MA,50090026343,Eneva,7GVR12DMA,MA,Parnaíba,PN-T-68,GVR  ,GAVIÃO REAL,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,PRODUZINDO,2012-06-26,2012-07-22,2012-07-23,Público,"	-04:50:48,152","	-44:23:18,951","-4,8467088888","-44,3885975",SIRGAS2000,Definitiva,Direcional,1407.0,1767.0,1767.0,MR,137.0,131.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,BCH12,BCH12,I,2024-11-24
7-GVR-17-MA,50090026956,Eneva,7GVR17MA,MA,Parnaíba,PN-T-68,GVR  ,GAVIÃO REAL,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,FECHADO,2013-03-30,2013-04-16,2013-04-22,Público,"	-04:50:51,696","	-44:25:31,480","-4,8476933333","-44,4254111111",SIRGAS2000,Definitiva,Vertical,-1756.0,1843.0,1845.0,MR,89.0,83.0,0.0,NM,nan,Canindé,Poti,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,Existe,nan,BCH12,BCH12,I,2024-11-24
7-GVR-22-MA,50090027926,Eneva,7GVR22MA,MA,Parnaíba,PN-T-68,GVR  ,GAVIÃO REAL,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,PRODUZINDO,2014-11-23,2014-12-05,2014-12-11,Público,"	-04:49:46,423","	-44:25:28,089","-4,8295619444","-44,4244691666",SIRGAS2000,Definitiva,Vertical,1428.0,1545.0,1546.0,MR,118.0,112.0,0.0,NM,nan,Canindé,Poti,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,BCH-5E,BCH Energy 5,I,2024-11-24
7-GVTE-1-MA,50090029627,Eneva,7GVTE1MA,MA,Parnaíba,PN-T-49,GVTE ,GAVIÃO TESOURA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,FECHADO,2020-08-28,2020-09-02,2020-09-05,Público,"	-04:20:58,270","	-44:52:34,042","-4,3495194444","-44,8761227777",SIRGAS2000,Definitiva,Vertical,1567.0,1600.0,1599.0,MR,33.0,27.0,0.0,NM,nan,Canindé,Poti,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-GVTE-2D-MA,50090029756,Eneva,7-GVTE-2D-MA,MA,Parnaíba,nan,GVTE ,GAVIÃO TESOURA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,PRODUZINDO,2021-12-05,2021-12-12,2021-12-16,Público,"	-04:20:44,616","	-44:51:44,339","-4,3457266666","-44,8623163888",SIRGAS2000,Definitiva,Direcional,1515.0,1879.0,1877.0,MR,41.0,35.0,0.0,NM,nan,Canindé,Longá,nan,Existe,nan,nan,Existe,Existe,nan,nan,Existe,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,GREAT120 (TUS 120),GREAT - 120,I,2024-11-24
7-IBU-23-ES,34270026138,Seacrest Norte Cap,7IBU23ES,ES,Espírito Santo,nan,IBU  ,INHAMBU,T,S,7,Desenvolvimento,INDEFINIDO,FECHADO,2012-03-29,2012-04-02,2012-04-04,Público,"	-18:53:46,560","	-39:53:20,769","-18,8962666666","-39,8891025",SIRGAS2000,Definitiva,Vertical,569.0,594.0,595.0,MR,30.0,25.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,DF-04,DRILLFOR-04,I,2024-11-24
7-IBU-26DA-ES,34270026267,Seacrest Norte Cap,7IBU26DAES,ES,Espírito Santo,nan,IBU  ,INHAMBU,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2012-05-19,2012-05-24,2012-05-27,Público,"	-18:53:37,932","	-39:53:27,515","-18,89387","-39,8909763888",SIRGAS2000,Definitiva,Direcional,735.0,780.0,780.0,MR,33.0,28.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,DF-04,DRILLFOR-04,I,2024-11-24
7-ITP-3-RJS,74316029775,Petrobras,7-ITP-3-RJS,RJ,Santos,nan,ITP  ,ITAPU,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2022-01-19,2022-07-17,2022-07-17,Público,"	-24:47:34,431","	-42:41:25,564","-24,7928975","-42,6904344444",SIRGAS2000,Definitiva,Vertical,-4525.0,4550.0,4550.0,MR,25.0,0.0,1998.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,"NS-31, NS-44","LAGUNA STAR, PETROBRAS 10000",S,2024-11-24
7-ITP-4-RJS,74316029779,Petrobras,7-ITP-4-RJS,RJ,Santos,nan,ITP  ,ITAPU,M,S,7,Desenvolvimento,nan,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2022-01-27,2024-06-10,2024-07-06,Confidencial,"	-24:46:02,831","	-42:41:38,507","-24,7674530555","-42,6940297222",SIRGAS2000,Definitiva,Vertical,0.0,5560.0,0.0,MR,25.0,0.0,2008.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,"NS-31, NS-44","LAGUNA STAR, PETROBRAS 10000",I,2024-11-24
