ID1,BACIA,NOME_SETOR,geometry
76,Recôncavo,SREC-T2,"POLYGON ((-37.75 -11.583333333333332, -37.75 -11.583333333333332, -37.75 -11.875, -37.8125 -11.875, -37.8125 -12.000000000000002, -37.875 -12.000000000000002, -37.875 -12.041666666666664, -37.9375 -12.04166666666667, -37.9375 -12.083333333333334, -37.9375 -12.166666666666664, -37.999999999999986 -12.166666666666664, -37.999999999999986 -12.25, -38.18750000000001 -12.25, -38.18750000000001 -11.875, -38.18750000000001 -11.833333333333334, -38.125 -11.833333333333334, -38.125 -11.791666666666666, -38.0625 -11.791666666666666, -38.0625 -11.75, -37.999999999999986 -11.75, -37.999999999999986 -11.666666666666664, -37.9375 -11.666666666666664, -37.9375 -11.583333333333332, -37.75 -11.583333333333332))"
77,Recôncavo,SREC-T1,"POLYGON ((-38.375 -11.833333333333334, -38.18750000000001 -11.833333333333334, -38.18750000000001 -12.25, -38.6875 -12.25, -38.6875 -12.208333333333329, -38.625 -12.208333333333329, -38.625 -12.166666666666664, -38.5625 -12.166666666666664, -38.5625 -12.125, -38.5 -12.125, -38.5 -12.041666666666666, -38.4375 -12.041666666666666, -38.4375 -11.916666666666664, -38.375 -11.916666666666664, -38.375 -11.833333333333334))"
78,Recôncavo,SREC-T4,"POLYGON ((-37.999999999999986 -12.25, -37.999999999999986 -12.458333333333332, -38.0625 -12.458333333333332, -38.0625 -12.583333333333332, -38.125 -12.583333333333332, -38.125 -12.749999999999996, -38.18750000000001 -12.749999999999998, -38.18750000000001 -12.833333333333332, -38.375 -12.833333333333332, -38.375 -12.874999999999998, -38.4375 -12.874999999999998, -38.4375 -12.25, -37.999999999999986 -12.25))"
79,Recôncavo,SREC-T3,"POLYGON ((-38.4375 -12.25, -38.4375 -12.791666666666664, -38.5 -12.791666666666664, -38.5 -12.70833333333333, -38.625 -12.70833333333333, -38.625 -12.625, -38.6875 -12.625, -38.6875 -12.583333333333332, -38.75 -12.583333333333332, -38.75 -12.749999999999996, -38.9375 -12.749999999999996, -38.9375 -12.583333333333332, -38.875 -12.583333333333332, -38.875 -12.458333333333332, -38.8125 -12.458333333333332, -38.8125 -12.375, -38.75 -12.375, -38.75 -12.25, -38.4375 -12.25))"
80,Recôncavo,SREC-T5,"POLYGON ((-38.75 -12.749999999999996, -38.75 -12.791666666666664, -38.8125 -12.791666666666664, -38.8125 -12.874999999999998, -38.75 -12.874999999999998, -38.75 -13.041666666666668, -38.8125 -13.041666666666668, -38.8125 -13.16666666666667, -38.875 -13.16666666666667, -38.875 -13.208333333333332, -39.0625 -13.208333333333332, -39.0625 -13, -39 -13, -39 -12.791666666666664, -38.9375 -12.791666666666664, -38.9375 -12.749999999999996, -38.75 -12.749999999999996))"
81,Santos,SS-AP1,"POLYGON ((-41.5 -23.75, -41.5 -24.000000000000004, -41.25 -24.000000000000004, -41.25 -24.25, -41.75000000000001 -24.25, -41.75 -24.5, -42.25 -24.5, -42.25 -24.75, -43.25 -24.75, -43.25 -24.5, -43.5 -24.5, -43.5 -24.25, -43.25 -24.25, -43.25 -24.000000000000004, -42.75 -24.000000000000004, -42.75 -23.75, -41.5 -23.75))"
82,Santos,SS-AUP1,"POLYGON ((-41.25 -24.5, -40.99999999999999 -24.5, -40.99999999999999 -24.750000000000004, -40.75 -24.75, -40.75 -25.25, -40.75 -25.499999999999993, -41.75 -25.499999999999993, -41.75000000000001 -25.749999999999996, -42.25 -25.749999999999996, -42.25 -25.499999999999996, -42.5 -25.499999999999993, -42.5 -25.25, -42.75 -25.25, -42.75 -25, -43 -25, -43 -24.750000000000004, -42.25 -24.75, -42.25 -24.5, -41.75 -24.5, -41.75000000000001 -24.25, -41.25 -24.25, -41.25 -24.5))"
83,Santos,SS-AP2,"POLYGON ((-44 -24.25, -43.5 -24.25, -43.5 -24.5, -43.25 -24.5, -43.25 -24.75, -43 -24.750000000000004, -43 -25, -44 -25, -44 -25.25, -44.25 -25.25, -44.25 -25.499999999999996, -44.5 -25.499999999999993, -44.50000000000001 -25.25, -44.75 -25.25, -44.75 -24.75, -44.50000000000001 -24.750000000000004, -44.50000000000001 -24.5, -44 -24.5, -44 -24.25))"
84,Santos,SS-AUP2,"POLYGON ((-42.75 -25, -42.75 -25.25, -42.5 -25.25, -42.5 -25.499999999999993, -42.25 -25.499999999999996, -42.25 -25.749999999999996, -42.25 -26, -42.75 -26, -42.75 -26.250000000000004, -43.25 -26.250000000000004, -43.25 -26.5, -43.749999999999986 -26.5, -43.749999999999986 -26.250000000000004, -43.74999999999999 -26, -44 -26, -44 -25.749999999999996, -44.25 -25.749999999999996, -44.25 -25.25, -44 -25.25, -44 -25, -42.75 -25))"
85,Santos,SS-AP3,"POLYGON ((-46 -26, -45.75 -26, -45.75 -25.874999999999996, -45.75 -25.749999999999996, -45.62500000000001 -25.749999999999996, -45.25 -25.749999999999996, -45.25 -25.625, -45.25 -25.499999999999993, -45.125 -25.499999999999986, -45 -25.499999999999996, -45 -25.25, -44.75 -25.25, -44.50000000000001 -25.25, -44.50000000000001 -25.749999999999996, -44.75 -25.749999999999996, -44.75 -26, -45 -26, -45 -26.250000000000004, -45.25 -26.250000000000004, -45.25 -26.5, -45.75 -26.5, -45.75 -26.250000000000004, -45.999999999999986 -26.250000000000004, -46 -26))"
86,Santos,SS-AUP3,"POLYGON ((-45.5 -26.5, -45.25 -26.5, -45.25 -26.250000000000004, -45 -26.250000000000004, -45 -26, -44.75 -26, -44.75 -25.749999999999996, -44.50000000000001 -25.749999999999996, -44.5 -25.499999999999993, -44.25 -25.499999999999996, -44.25 -25.749999999999996, -44 -25.749999999999996, -44 -26, -43.74999999999999 -26, -43.749999999999986 -26.5, -44.25 -26.5, -44.25 -26.75, -44.50000000000001 -26.75, -44.5 -27, -45.25 -27, -45.25 -26.75, -45.5 -26.75, -45.5 -26.5))"
87,Santos,SS-AP4,"POLYGON ((-46.25 -26.250000000000004, -45.75 -26.250000000000004, -45.75 -26.5, -45.5 -26.5, -45.5 -26.75, -45.75 -26.75, -45.75 -27.249999999999993, -45.99999999999999 -27.249999999999996, -45.999999999999986 -27.5, -46.25 -27.5, -46.25 -28, -47.25 -28, -47.25 -27.5, -47 -27.5, -47 -27.249999999999996, -46.75 -27.249999999999993, -46.75000000000001 -27, -46.49999999999999 -27, -46.499999999999986 -26.5, -46.25 -26.5, -46.25 -26.250000000000004))"
88,Santos,SS-AUP4,"POLYGON ((-45.25 -26.75, -45.25 -27, -45 -27, -45 -27.249999999999996, -45.25 -27.249999999999993, -45.25 -28, -46.25 -28, -46.25 -27.5, -45.999999999999986 -27.5, -45.99999999999999 -27.249999999999996, -45.75 -27.249999999999993, -45.75 -26.75, -45.25 -26.75))"
89,Santos,SS-AR4,"POLYGON ((-47 -25.125000000000004, -47 -25.25, -46.875 -25.25, -46.875 -25.375, -46.75 -25.375, -46.75 -25.499999999999993, -46.625 -25.499999999999993, -46.625 -25.625, -46.499999999999986 -25.625, -46.499999999999986 -25.749999999999996, -46.375 -25.749999999999996, -46.375 -25.874999999999993, -46.25 -25.874999999999993, -46.25 -26, -46.125 -26, -46.125 -26.125, -45.999999999999986 -26.125, -45.999999999999986 -26.250000000000004, -46.25 -26.250000000000004, -46.25 -26.5, -46.499999999999986 -26.5, -46.499999999999986 -27, -46.75 -27, -46.75 -27.249999999999993, -47 -27.249999999999993, -47 -27.5, -47.25 -27.5, -47.25 -27.875, -48.25 -27.875, -48.25 -27.625, -48.125 -27.625, -48.125 -27, -48.25 -27, -48.25 -26.874999999999996, -48.375 -26.874999999999996, -48.375 -26.75, -48.25 -26.75, -48.25 -26.625, -48.125 -26.625, -48.125 -26.375, -48.00000000000001 -26.375, -48.00000000000001 -25.749999999999996, -47.874999999999986 -25.749999999999996, -47.874999999999986 -25.625, -47.75 -25.625, -47.75 -25.499999999999993, -47.5 -25.499999999999993, -47.5 -25.25, -47.25 -25.25, -47.25 -25.125000000000004, -47 -25.125000000000004))"
90,Santos,SS-AR3,"POLYGON ((-45.375 -24.624999999999993, -45.25 -24.624999999999993, -45.25 -24.75, -45.125 -24.75, -45.125 -24.875, -45 -24.875, -45 -25, -44.874999999999986 -25, -44.874999999999986 -25.125000000000004, -44.75 -25.125000000000004, -44.75 -25.25, -45 -25.25, -45 -25.499999999999993, -45.25 -25.499999999999993, -45.25 -25.749999999999996, -45.75 -25.749999999999996, -45.75 -26, -45.999999999999986 -26, -45.999999999999986 -26.125, -46.125 -26.125, -46.125 -26, -46.25 -26, -46.25 -25.874999999999993, -46.375 -25.874999999999993, -46.375 -25.749999999999996, -46.499999999999986 -25.749999999999996, -46.499999999999986 -25.625, -46.625 -25.625, -46.625 -25.499999999999993, -46.75 -25.499999999999993, -46.75 -25.375, -46.875 -25.375, -46.875 -25.25, -47 -25.25, -47 -25.125000000000004, -46.875 -25.125000000000004, -46.875 -25, -46.625 -25, -46.625 -24.875, -46.499999999999986 -24.875, -46.499999999999986 -24.624999999999993, -46.375 -24.624999999999993, -46.375 -24.5, -45.999999999999986 -24.5, -45.999999999999986 -24.374999999999993, -45.625 -24.374999999999993, -45.625 -24.25, -45.5 -24.25, -45.5 -24.5, -45.375 -24.5, -45.375 -24.624999999999993))"
91,Santos,SS-AR2,"POLYGON ((-44.25 -23.625, -44.25 -23.75, -44.125 -23.75, -44.125 -23.875, -44 -23.875, -44 -24.000000000000004, -43.875 -24.000000000000004, -43.875 -24.125, -43.749999999999986 -24.125, -43.749999999999986 -24.25, -44 -24.25, -44 -24.5, -44.5 -24.5, -44.5 -24.75, -44.75 -24.75, -44.75 -25.125000000000004, -44.874999999999986 -25.125000000000004, -44.874999999999986 -25, -45 -25, -45 -24.875, -45.125 -24.875, -45.125 -24.75, -45.25 -24.75, -45.25 -24.624999999999993, -45.375 -24.624999999999993, -45.375 -24.5, -45.5 -24.5, -45.5 -24.25, -45.375 -24.25, -45.375 -24.125, -45.125 -24.125, -45.125 -24.000000000000004, -44.874999999999986 -24.000000000000004, -44.874999999999986 -23.875, -44.75 -23.875, -44.75 -23.75, -44.625 -23.75, -44.625 -23.625, -44.25 -23.625))"
92,Santos,SS-AR1,"POLYGON ((-41.75000000000001 -23.375000000000004, -41.75 -23.5, -41.625 -23.5, -41.625 -23.625, -41.625 -23.75, -42.75 -23.75, -42.75 -24.000000000000004, -43.25 -24.000000000000004, -43.25 -24.25, -43.749999999999986 -24.25, -43.749999999999986 -24.125, -43.875 -24.125, -43.875 -24.000000000000004, -44 -24.000000000000004, -44 -23.875, -44.125 -23.875, -44.125 -23.75, -44.25 -23.75, -44.25 -23.375, -43.25 -23.375, -43.25 -23.249999999999993, -41.875 -23.249999999999993, -41.875 -23.375, -41.75000000000001 -23.375000000000004))"
93,Santos,SS-AUP5,"POLYGON ((-45.25 -27.75, -45.25 -27.249999999999993, -45 -27.249999999999993, -45 -27, -44.50000000000001 -27, -44.50000000000001 -26.75, -44.25 -26.75, -44.25 -26.5, -43.25 -26.5, -43.25 -26.250000000000004, -42.75 -26.250000000000004, -42.75 -26, -42.25 -26, -42.25 -25.749999999999996, -41.75000000000001 -25.749999999999996, -41.75 -25.499999999999993, -41.25 -25.499999999999993, -40.75 -25.499999999999993, -40.75 -25.25, -40.5 -25.25, -40.5 -26.250000000000004, -40.75 -26.250000000000004, -40.75 -26.75, -40.99999999999999 -26.75, -40.99999999999999 -27, -41.5 -27, -41.5 -27.249999999999993, -41.75000000000001 -27.249999999999996, -41.75000000000001 -27.5, -42 -27.5, -42 -28, -42.25 -28, -42.25 -28.500000000000004, -42.75 -28.500000000000004, -42.75 -28.25, -43 -28.25, -43 -28, -43.25 -28, -43.25 -27.75, -43.74999999999999 -27.75, -43.74999999999999 -27.5, -44.25 -27.5, -44.25 -27.75, -45.25 -27.75))"
94,Santos,SS-C,"POLYGON ((-48.25 -27.875, -48.562499999999986 -27.875, -48.562499999999986 -27.79166666666667, -48.5 -27.79166666666667, -48.5 -27.70833333333333, -48.4375 -27.70833333333333, -48.4375 -27.5, -48.375 -27.5, -48.375 -27.375000000000004, -48.5 -27.375000000000004, -48.5 -27.291666666666664, -48.625 -27.291666666666664, -48.625 -27.20833333333333, -48.5 -27.20833333333333, -48.5 -27.125, -48.625 -27.125, -48.625 -27.08333333333333, -48.562499999999986 -27.08333333333333, -48.562499999999986 -27, -48.625 -27, -48.625 -26.75, -48.6875 -26.75, -48.6875 -26.541666666666664, -48.625 -26.541666666666664, -48.625 -26.41666666666667, -48.562499999999986 -26.41666666666667, -48.562499999999986 -26.291666666666664, -48.5 -26.291666666666664, -48.5 -26.166666666666664, -48.562499999999986 -26.166666666666664, -48.562499999999986 -26.125, -48.625 -26.125, -48.625 -25.958333333333336, -48.562499999999986 -25.958333333333336, -48.562499999999986 -25.833333333333332, -48.5 -25.833333333333332, -48.5 -25.70833333333333, -48.4375 -25.70833333333333, -48.4375 -25.625, -48.375 -25.625, -48.375 -25.58333333333333, -48.31250000000001 -25.58333333333333, -48.31250000000001 -25.541666666666664, -48.25 -25.541666666666664, -48.25 -25.45833333333333, -48.1875 -25.45833333333333, -48.1875 -25.375, -48.125 -25.375, -48.125 -25.291666666666664, -48.0625 -25.291666666666664, -48.0625 -25.25, -48.00000000000001 -25.25, -48.00000000000001 -25.20833333333333, -47.9375 -25.20833333333333, -47.9375 -25.125000000000004, -47.874999999999986 -25.125000000000004, -47.874999999999986 -25, -47.8125 -25, -47.8125 -24.91666666666667, -47.75 -24.91666666666667, -47.75 -24.875, -47.6875 -24.875, -47.6875 -24.83333333333333, -47.624999999999986 -24.83333333333333, -47.624999999999986 -24.791666666666668, -47.5625 -24.791666666666668, -47.5625 -24.75, -47.5 -24.75, -47.5 -24.708333333333332, -47.4375 -24.708333333333332, -47.4375 -24.666666666666664, -47.375 -24.666666666666664, -47.375 -24.624999999999993, -47.3125 -24.624999999999993, -47.3125 -24.583333333333336, -47.25 -24.583333333333336, -47.25 -24.541666666666664, -47.18750000000001 -24.541666666666664, -47.18750000000001 -24.5, -47.125 -24.5, -47.125 -24.45833333333333, -47.0625 -24.45833333333333, -47.0625 -24.416666666666664, -47 -24.416666666666664, -47 -24.291666666666664, -46.937499999999986 -24.291666666666664, -46.937499999999986 -24.25, -46.875 -24.25, -46.875 -24.20833333333333, -46.8125 -24.20833333333333, -46.8125 -24.166666666666664, -46.75 -24.166666666666664, -46.75 -24.125, -46.625 -24.125, -46.625 -24.08333333333333, -46.5625 -24.08333333333333, -46.5625 -24.041666666666664, -46.4375 -24.041666666666664, -46.4375 -24.000000000000004, -46.375 -24.000000000000004, -46.375 -23.95833333333333, -46.3125 -23.95833333333333, -46.3125 -24.041666666666664, -46.25 -24.041666666666664, -46.25 -24.000000000000004, -46.1875 -24.000000000000004, -46.1875 -23.916666666666664, -46.125 -23.916666666666664, -46.125 -23.83333333333333, -45.999999999999986 -23.83333333333333, -45.999999999999986 -23.791666666666664, -45.9375 -23.791666666666664, -45.9375 -23.75, -45.75 -23.75, -45.75 -23.791666666666664, -45.5625 -23.791666666666664, -45.5625 -23.83333333333333, -45.4375 -23.83333333333333, -45.4375 -23.95833333333333, -45.25 -23.95833333333333, -45.25 -23.70833333333333, -45.4375 -23.70833333333333, -45.4375 -23.625, -45.375 -23.625, -45.375 -23.583333333333332, -45.1875 -23.583333333333332, -45.1875 -23.54166666666667, -45.125 -23.54166666666667, -45.125 -23.5, -45.06249999999999 -23.5, -45.06249999999999 -23.416666666666664, -45 -23.416666666666664, -45 -23.375, -44.6875 -23.375, -44.6875 -23.33333333333333, -44.5625 -23.33333333333333, -44.5625 -23.249999999999993, -44.625 -23.249999999999993, -44.625 -23.20833333333333, -44.6875 -23.20833333333333, -44.6875 -23.041666666666664, -44.5 -23.041666666666664, -44.5 -22.999999999999993, -44.4375 -22.999999999999993, -44.4375 -22.95833333333333, -44.3125 -22.95833333333333, -44.3125 -22.999999999999993, -44.25 -22.999999999999993, -44.25 -23.041666666666664, -44.125 -23.041666666666664, -44.125 -22.999999999999993, -44.0625 -22.999999999999993, -44.0625 -22.95833333333333, -44 -22.95833333333333, -44 -22.916666666666664, -43.81250000000001 -22.916666666666664, -43.81250000000001 -22.95833333333333, -43.749999999999986 -22.95833333333333, -43.749999999999986 -22.999999999999993, -43.6875 -22.999999999999993, -43.6875 -23.041666666666664, -43.4375 -23.041666666666664, -43.4375 -22.999999999999993, -43.1875 -22.999999999999993, -43 -22.999999999999993, -43 -22.95833333333333, -42.0625 -22.95833333333333, -42.062499999999986 -22.999999999999993, -42 -22.999999999999993, -42 -23.125, -41.875 -23.125, -41.875 -23.249999999999993, -43.25 -23.249999999999993, -43.25 -23.375, -44.25 -23.375, -44.25 -23.625, -44.625 -23.625, -44.625 -23.75, -44.75 -23.75, -44.75 -23.875, -44.874999999999986 -23.875, -44.874999999999986 -24.000000000000004, -45.125 -24.000000000000004, -45.125 -24.125, -45.375 -24.125, -45.375 -24.25, -45.5 -24.25, -45.625 -24.25, -45.625 -24.374999999999993, -45.999999999999986 -24.374999999999993, -45.999999999999986 -24.5, -46.375 -24.5, -46.375 -24.624999999999993, -46.499999999999986 -24.624999999999993, -46.499999999999986 -24.875, -46.625 -24.875, -46.625 -25, -46.875 -25, -46.875 -25.125000000000004, -47 -25.125000000000004, -47.25 -25.125000000000004, -47.25 -25.25, -47.5 -25.25, -47.5 -25.499999999999993, -47.75 -25.499999999999993, -47.75 -25.625, -47.874999999999986 -25.625, -47.874999999999986 -25.749999999999996, -48.00000000000001 -25.749999999999996, -48.00000000000001 -26.375, -48.125 -26.375, -48.125 -26.625, -48.25 -26.625, -48.25 -26.75, -48.375 -26.75, -48.375 -26.874999999999996, -48.25 -26.874999999999996, -48.25 -27, -48.125 -27, -48.125 -27.625, -48.25 -27.625, -48.25 -27.875))"
95,Jacuípe,SJA-AR,"POLYGON ((-37.4375 -11.541666666666664, -37.375 -11.541666666666664, -37.375 -11.458333333333329, -37.312499999999986 -11.458333333333329, -37.312499999999986 -11.499999999999996, -37.25 -11.499999999999996, -37.25 -11.749999999999972, -37.5 -11.749999999999972, -37.5 -12.25, -37.75 -12.25, -37.75 -12.499999999999984, -38 -12.49999999999997, -37.999999999999986 -12.99999999999997, -38.4375 -13, -38.4375 -12.958333333333334, -38.375 -12.958333333333334, -38.375 -12.916666666666666, -38.31249999999999 -12.916666666666666, -38.31249999999999 -12.874999999999998, -38.25 -12.874999999999998, -38.25 -12.833333333333332, -38.18750000000001 -12.833333333333332, -38.18750000000001 -12.749999999999998, -38.125 -12.749999999999996, -38.125 -12.666666666666664, -38.0625 -12.666666666666664, -38.0625 -12.583333333333332, -37.999999999999986 -12.583333333333332, -37.999999999999986 -12.5, -37.9375 -12.5, -37.9375 -12.416666666666666, -37.875 -12.416666666666664, -37.875 -12.333333333333332, -37.8125 -12.333333333333332, -37.8125 -12.25, -37.75 -12.25, -37.75 -12.166666666666664, -37.6875 -12.166666666666664, -37.6875 -12.041666666666664, -37.625 -12.041666666666664, -37.625 -11.916666666666664, -37.5625 -11.916666666666664, -37.5625 -11.791666666666666, -37.5 -11.791666666666666, -37.5 -11.666666666666664, -37.4375 -11.666666666666664, -37.4375 -11.541666666666664))"
96,Jacuípe,SJA-AP,"POLYGON ((-37.750000000000014 -12.49999999999997, -37.75 -12.25, -37.5 -12.25, -37.5 -11.749999999999972, -36.75 -11.75, -36.75 -12.25, -37 -12.25, -37 -12.5, -37.25 -12.5, -37.25 -12.749999999999996, -37.5 -12.749999999999968, -37.50000000000001 -12.99999999999997, -37.999999999999986 -13, -38 -12.49999999999997, -37.750000000000014 -12.49999999999997))"
97,Jacuípe,SJA-AUP,"POLYGON ((-37.50000000000001 -12.99999999999997, -37.5 -12.749999999999968, -37.25 -12.749999999999996, -37.25 -12.5, -37 -12.5, -37 -12.25, -36.75 -12.25, -36.75 -12.000000000000002, -36.5 -12.000000000000002, -36.5 -12.25, -36.25 -12.25, -36.25 -12.5, -35.75 -12.5, -35.75 -12.749999999999996, -35.5 -12.749999999999996, -35.5 -13, -37.50000000000001 -12.99999999999997))"
98,Cumuruxatiba,SCUM-AR,"POLYGON ((-38.99999999991592 -16.24999999999968, -38.49999999980364 -16.24999999999974, -38.499999999797595 -16.49999999999992, -38.749999999860314 -16.499999999999837, -38.74999999984624 -17.25000000000023, -38.49999999978007 -17.250000000000316, -38.499999999774474 -17.500000000000462, -38.24999999969331 -17.500000000000497, -38.2499999996899 -17.625000000000618, -39.18749999993067 -17.62500000000034, -39.187499999937266 -17.08333333333339, -39.12499999992646 -17.083333333333414, -39.12499999993146 -16.708333333333208, -39.06249999992045 -16.708333333333236, -39.062499999924675 -16.41666666666642, -38.99999999991333 -16.416666666666423, -38.99999999991592 -16.24999999999968))"
99,Cumuruxatiba,SCUM-AP,"POLYGON ((-38.5 -16.24999999999996, -37.75 -16.24999999999996, -37.75 -16.749999999999957, -36.75000000000001 -16.749999999999957, -36.750000000000014 -17.499999999999957, -37.25000000000001 -17.499999999999957, -37.25 -17.75, -37.5 -17.75, -37.5 -17.624999999999993, -38.25 -17.624999999999993, -38.25 -17.499999999999954, -38.5 -17.499999999999957, -38.5 -17.249999999999954, -38.75 -17.249999999999954, -38.75 -16.49999999999996, -38.5 -16.5, -38.5 -16.24999999999996))"
100,Cumuruxatiba,SCUM-AUP,"POLYGON ((-37.75 -16.24999999999996, -36 -16.25, -36 -17, -35.75 -17, -35.75 -17.75, -37.25 -17.75, -37.25000000000001 -17.499999999999957, -36.750000000000014 -17.499999999999957, -36.75000000000001 -16.749999999999957, -37.75 -16.749999999999957, -37.75 -16.24999999999996))"
101,Cumuruxatiba,SCUM-T,"POLYGON ((-39.75 -16.25, -39 -16.25, -39 -16.416666666666664, -39.0625 -16.416666666666664, -39.0625 -16.70833333333333, -39.124999999999986 -16.70833333333333, -39.124999999999986 -17.083333333333336, -39.1875 -17.083333333333336, -39.1875 -17.70833333333333, -40.0625 -17.70833333333333, -40.0625 -17.666666666666664, -40.125 -17.666666666666664, -40.125 -17.58333333333333, -40.1875 -17.58333333333333, -40.1875 -17.541666666666664, -40.375 -17.541666666666664, -40.375 -17.5, -40.43750000000001 -17.5, -40.43750000000001 -17.416666666666664, -40.375 -17.416666666666664, -40.375 -17.375, -39.875 -17.375, -39.875 -17.416666666666664, -39.75 -17.416666666666664, -39.75 -17.375, -39.8125 -17.375, -39.8125 -17.25, -39.625 -17.25, -39.625 -17.20833333333333, -39.5625 -17.20833333333333, -39.5625 -17.16666666666667, -39.625 -17.16666666666667, -39.625 -17.083333333333336, -39.6875 -17.083333333333336, -39.6875 -17, -39.5625 -17, -39.5625 -17.041666666666664, -39.5 -17.041666666666664, -39.5 -16.916666666666668, -39.4375 -16.916666666666668, -39.4375 -16.791666666666664, -39.375 -16.791666666666664, -39.375 -16.749999999999993, -39.4375 -16.749999999999993, -39.4375 -16.70833333333333, -39.6875 -16.70833333333333, -39.6875 -16.58333333333333, -39.625 -16.58333333333333, -39.625 -16.541666666666664, -39.5625 -16.541666666666664, -39.5625 -16.45833333333333, -39.5 -16.45833333333333, -39.5 -16.416666666666664, -39.625 -16.416666666666664, -39.625 -16.375, -39.6875 -16.375, -39.6875 -16.33333333333333, -39.75 -16.33333333333333, -39.75 -16.25))"
102,Sergipe_Alagoas,SSEAL-AR1,"POLYGON ((-35.125 -8.75, -34.875 -8.75, -34.875 -8.875, -34.75 -8.875, -34.75 -8.999999999999986, -35.00000000000001 -8.999999999999982, -35.00000000000001 -9.49999999999998, -35.25 -9.499999999999984, -35.25000000000001 -9.74999999999998, -35.5 -9.75, -35.5 -9.625, -35.6875 -9.624999999999996, -35.6875 -9.583333333333334, -35.625 -9.583333333333334, -35.625 -9.541666666666664, -35.5625 -9.541666666666664, -35.5625 -9.458333333333332, -35.5 -9.458333333333332, -35.5 -9.375, -35.4375 -9.375, -35.4375 -9.291666666666664, -35.375 -9.291666666666664, -35.375 -9.25, -35.3125 -9.25, -35.3125 -9.125, -35.249999999999986 -9.125, -35.249999999999986 -9, -35.1875 -9, -35.1875 -8.916666666666664, -35.125 -8.916666666666664, -35.125 -8.75))"
103,Sergipe_Alagoas,SSEAL-AR3,"POLYGON ((-37.125 -11.499999999999972, -37.312499999999986 -11.499999999999996, -37.312499999999986 -11.333333333333332, -37.25 -11.333333333333332, -37.25 -11.25, -37.18749999999999 -11.25, -37.18749999999999 -11.166666666666664, -37.125 -11.166666666666664, -37.125 -11.041666666666668, -37.06250000000001 -11.041666666666668, -37.06250000000001 -10.958333333333332, -37 -10.958333333333332, -37 -10.875, -36.9375 -10.875, -36.9375 -10.791666666666664, -36.875 -10.791666666666664, -36.875 -10.749999999999979, -36.8125 -10.74999999999999, -36.8125 -10.666666666666666, -36.6875 -10.666666666666666, -36.6875 -10.625, -36.625 -10.625, -36.625 -10.583333333333332, -36.5625 -10.583333333333332, -36.5625 -10.541666666666664, -36.4375 -10.541666666666664, -36.4375 -10.5, -36.25 -10.5, -36.25 -10.75, -36.5 -10.75, -36.50000000000001 -10.999999999999977, -36.75 -10.999999999999975, -36.75 -11.25, -37.125 -11.25, -37.125 -11.499999999999972))"
104,Sergipe_Alagoas,SSEAL-AR2,"POLYGON ((-36.375 -10.499999999999979, -36.374999999999986 -10.416666666666664, -36.3125 -10.416666666666664, -36.3125 -10.291666666666668, -36.25 -10.291666666666668, -36.25 -10.208333333333329, -36.1875 -10.208333333333329, -36.1875 -10.166666666666664, -36.125 -10.166666666666664, -36.125 -10.125, -36.0625 -10.125, -36.0625 -10.041666666666664, -36 -10.041666666666664, -36 -9.958333333333332, -35.93750000000001 -9.958333333333332, -35.93750000000001 -9.875, -35.875 -9.875, -35.875 -9.79166666666667, -35.8125 -9.79166666666667, -35.8125 -9.708333333333332, -35.75 -9.708333333333332, -35.75 -9.666666666666664, -35.6875 -9.666666666666664, -35.6875 -9.624999999999996, -35.5 -9.625, -35.5 -10, -35.75 -10, -35.75 -10.249999999999996, -36 -10.249999999999996, -36 -10.5, -36.375 -10.499999999999979))"
105,Sergipe_Alagoas,SSEAL-AUP1,"POLYGON ((-34 -12.749999999999996, -34 -12.499999999999975, -34.25 -12.499999999999975, -34.25 -12.25, -34.5 -12.25, -34.5 -11.999999999999975, -34.75 -12.000000000000002, -34.75 -11.75, -35 -11.749999999999975, -35 -11.499999999999996, -35.249999999999986 -11.499999999999996, -35.249999999999986 -11.25, -35.75 -11.25, -35.75 -10.999999999999975, -35.5 -11, -35.500000000000014 -10.499999999999982, -35.249999999999986 -10.5, -35.249999999999986 -10.249999999999996, -35 -10.249999999999996, -35 -10, -34.75 -10, -34.75 -9.75, -34.5 -9.749999999999982, -34.5 -9.249999999999982, -34.25 -9.25, -33.75 -9.25, -33.75 -9.499999999999996, -33 -9.499999999999996, -33 -9.75, -32.5 -9.75, -32.5 -10, -32 -10, -32 -10.5, -32.25 -10.5, -32.25000000000001 -10.99999999999998, -32.5 -11, -32.50000000000001 -11.24999999999998, -32.75 -11.25, -32.75 -11.499999999999996, -33 -11.499999999999996, -33.000000000000014 -11.749999999999979, -33.25 -11.75, -33.25 -12.000000000000002, -33.499999999999986 -12.000000000000002, -33.499999999999986 -12.25, -33.75 -12.25, -33.75 -12.749999999999972, -34 -12.749999999999996))"
